Time Received,VIN,VIN Search,Tag,Tag Search,Year,Make,Model,Color,Type,Tow Location,Pickup Lot,Time of Tow
02/07/2024 10:50,xxxxxxxxxxxx20558,1HGCR2F34DA020558,xx91VL,G991VL,2013,HONDA,ACCOR,BLUE,PUBLIC,300-BLK W 7TH ST,642 W SOUTHSIDE PLZ,02/07/2024 10:50 AM
02/05/2024 21:12,xxxxxxxxxxxx32641,1HGCR2F5XGA032641,xxx1220,UTZ1220,2016,HONDA,ACCOR,SILVER,PRIVATE,1600-BLK OVERBROOK RD,4901 WALLER ROAD,02/05/2024 9:12 PM
02/07/2024 02:58,xxxxxxxxxxxx87292,1hgcr2f6xga087292,xxx7683,TWC7683,2016,HONDA,ACCOR,WHITE,REPO,1700-BLK CLARKSON RD,"2500, AUSTIN AVENUE",02/07/2024 2:58 AM
02/08/2024 18:45,xxxxxxxxxxxx52990,1HGCR2F89DA252990,xxx1239,TNN1239,2013,HONDA,ACCOR,BLACK,PRIVATE,100-BLK S DAVIS AVE,4901 WALLER ROAD,02/08/2024 6:45 PM
02/06/2024 04:07,xxxxxxxxxxxx86312,1HGCR2F94GA086312,xxx1187,TUY1187,2016,HONDQ,ACCOR,BLUE,PRIVATE,400-BLK WESTOVER HILLS BLVD,1901 RICHMOND HWY,02/06/2024 4:07 AM
02/07/2024 11:16,xxxxxxxxxxxx03937,1HGCR3F96GA003937,xxxx3131,UNE-3131,2016,HONDA,ACC,WHITE,PUBLIC,200-BLK S 7TH ST,642 W SOUTHSIDE PLZ,02/07/2024 11:16 AM
02/07/2024 10:07,xxxxxxxxxxxx09136,1HGCR6F76EA009136,xxxx6959,TWL-6959,2014,HONDA,ACC,BURG,PUBLIC,100-BLK W 7TH ST,642 W SOUTHSIDE PLZ,02/07/2024 10:07 AM
02/04/2024 15:19,xxxxxxxxxxxx00545,1HGCR6F79FA000545,xxxx3828,UCD-3828,2015,HONDA,ACCOR,WHITE,PUBLIC,HULL STREET RD/SPAINE ST RICH,642 W SOUTHSIDE PLZ,02/04/2024 2:00 PM
02/07/2024 00:00,xxxxxxxxxxxx02127,1HGCS12899A002127,xxx4683,UAM4683,2009,HONDA,ACCOR,RED,PRIVATE,1600-BLK MONUMENT AVE,4901 WALLER ROAD,02/07/2024 12:00 AM
02/16/2024 05:35,xxxxxxxxxxxx08708,1HGCV1F36MA008708,xxDN35,QLDN35,2021,HONDA,ACCOR,SILVER,PRIVATE,TOWNE HOMES OF CHESTERFIELD RICH,GRAB N GO TOWING,02/16/2024 5:35 AM
02/16/2024 17:03,xxxxxxxxxxxx40398,1HGCV1F44KA040398,xxx2411,VRV2411,2019,HONDA,ACCOR,WHITE,PUBLIC,500-BLK CRAIG AVE,642 W SOUTHSIDE PLZ,02/16/2024 5:02 PM
02/14/2024 12:44,xxxxxxxxxxxx08312,1HGEJ6675YL008312,xxxx7792,UGT-7792,2000,HONDA,CIVIC,BLUE,PUBLIC,3700-BLK MERIDIAN AVE,642 W SOUTHSIDE PLZ,02/14/2024 12:43 PM
02/17/2024 23:21,xxxxxxxxxxxx52894,1HGEM22291L052894,xxx7530,TMJ7530,2001,HONDA,CIVIC,IS SILV,PRIVATE,4700-BLK WALMSLEY BLVD,5350 MIDLOTHIAN TPKE,02/17/2024 11:20 PM
02/07/2024 05:11,xxxxxxxxxxxx15349,1HGES16502L015349,xxx8973,TMJ8973,2002,HONDA,CIVIC,GREEN,PRIVATE,400-BLK WESTOVER HILLS BLVD,1901 RICHMOND HWY,02/07/2024 5:11 AM
02/15/2024 04:43,xxxxxxxxxxxx71384,1HGFA16506L071384,xxxx2464,TXR-2464,2006,HONDA,CIVIC,RED,REPO,800-BLK OLIVER HILL WAY,2500 AUSTIN AVE RICHMOND VA,02/15/2024 4:43 AM
02/12/2024 09:18,xxxxxxxxxxxx40719,1HGFA16506L140719,xx33BR,5333BR,2006,HONDA,CIVIC,WHITE,PUBLIC,2300-BLK E MAIN ST,642 W SOUTHSIDE PLZ,02/12/2024 8:32 AM
02/07/2024 02:34,xxxxxxxxxxxx13106,1HGFA16569L013106,xxx7500,WWB7500,2009,HONDA,CIVIC,BLUE,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/07/2024 2:34 AM
02/05/2024 11:36,xxxxxxxxxxxx53810,1HGFA16578L053810,xx001H,81001H,2008,HONDA,CIVIC,RED,PUBLIC,900-BLK PERRY ST,642 W SOUTHSIDE PLZ,02/05/2024 11:35 AM
02/09/2024 04:46,xxxxxxxxxxxx34179,1HTMMAAM37H434179,xx36TW,3636TW,2007,INTER,4300,WHITE,PRIVATE,1600-BLK TREEHAVEN DR,1901 RICHMOND HWY,02/09/2024 4:46 AM
02/08/2024 13:59,xxxxxxxxxxxx49497,1J4FA39S55P349497,xxxMDDS,SICMDDS,2005,JEEP,WRANG,BLACK,PUBLIC,200-BLK W 9TH ST,642 W SOUTHSIDE PLZ,02/08/2024 9:47 AM
02/15/2024 12:48,xxxxxxxxxxxx26792,1J4FF48S4YL126792,xxxx5072,TXS 5072,2000,JEEP,4DOOR,BLUE,PRIVATE,1100-BLK W GRACE ST,1200 BENTLEY  ST,02/15/2024 12:46 PM
02/12/2024 11:24,xxxxxxxxxxxx60312,1J4FT47A69D160312,xxxx8385,TZP-8385,2009,JEEP,COMPA,GOLD,PUBLIC,00-BLK E FRANKLIN ST,642 W SOUTHSIDE PLZ,02/12/2024 10:22 AM
02/14/2024 21:53,xxxxxxxxxxxx07683,1J4GA39158L507683,xxx5759,UYM5759,2008,JEEP,WRANG,RED,PRIVATE,100-BLK HULL ST,168 BELT BLVD,02/14/2024 9:53 PM
02/16/2024 05:33,xxxxxxxxxxxx27382,1J4GK48K04W127382,xxx5504,UGX5504,2004,JEEP,LIBER,RED,PRIVATE,TOWNE HOMES OF CHESTERFIELD RICH,GRAB N GO TOWING,02/16/2024 5:33 AM
02/18/2024 03:21,xxxxxxxxxxxx60661,1J4GW58S73C560661,xBX32,OBX32,3,JEEP,CHERO,BLUE,PRIVATE,900-BLK TERMINAL PL,4839 WALLER RD,02/18/2024 3:00 AM
02/10/2024 04:57,xxxxxxxxxxxxx87069,1j4nt1fa5bd1387069,xx6465,AH6465,3,JEEP,COMPA,BLACK,PUBLIC,"4100-BLK JEFFERSON DAVIS HWY ,",5350 MIDLOTHIAN TPKE,02/10/2024 4:56 AM
02/14/2024 12:48,xxxxxxxxxxxx06128,1J4NT2GA7AD506128,NONE,NONE,2010,JEEP,PAT,RED,PUBLIC,3400-BLK DAWSON RD,642 W SOUTHSIDE PLZ,02/14/2024 12:47 PM
02/10/2024 05:06,xxxxxxxxxxxx84152,1j4rr4gg6bc684152,xxx3442,UAL3442,2011,JEEP,GRAND,SILVER,REPO,700-BLK E 36TH ST,600 DINWIDDIE AVE,02/10/2024 5:00 AM
02/07/2024 07:07,xxxxxxxxxxxx25568,1J8HH48K38C125568,xxx6777,TSL6777,2008,JEEP,COMMA,WHITE,PRIVATE,3400-BLK WALMSLEY BLVD,1901 RICHMOND HWY,02/07/2024 6:58 AM
02/11/2024 15:10,xxxxxxxxxxxx36121,1J8HR58286C336121,x7393,V7393,2006,JEEP,CHERO,WHITE,PRIVATE,1500-BLK E MAIN ST,1901 RICHMOND HWY,02/11/2024 3:09 PM
02/05/2024 20:01,xxxxxxxxxxxx79948,1LNHM82W7YY879948,xxxx3359,TFH-3359,2000,LINCO,TOWN,BLUE,PUBLIC,5000-BLK WALMSLEY BLVD,642 W SOUTHSIDE PLAZA DRIVE,02/05/2024 9:53 AM
02/16/2024 02:23,xxxxxxxxxxxx81429,1LNHM87A24Y681429,xxx1106,TZU1106,2004,LINCO,LS,GRAY,PRIVATE,6800-BLK GRAND BROOK CT,1901 RICHMOND HWY,02/16/2024 2:23 AM
02/08/2024 06:05,xxxxxxxxxxxx52642,1N4AA5AP0BC852642,xx2183,VS2183,2011,NISSA,MAXIM,BURGUND,PRIVATE,1700-BLK E BROAD ST,8675 TELEGRAPH RD,02/08/2024 6:05 AM
02/15/2024 03:31,xxxxxxxxxxxx35076,1N4AA5AP7BC835076,xxx4987,UKD4987,11,NISSA,MAXIM,BLACK,PRIVATE,500-BLK W FRANKLIN ST,4839 WALLER RD,02/15/2024 3:11 AM
02/07/2024 10:54,xxxxxxxxxxxx35660,1N4AA6AP3GC435660,xxxx2369,TTC-2369,2016,NISS,MAX,BRONZE,PUBLIC,00-BLK W 7TH ST,642 W SOUTHSIDE PLZ,02/07/2024 10:53 AM
02/05/2024 18:27,xxxxxxxxxxxx96475,1N4AL11D84C196475,0000,0000,2004,NISSA,ALTIM,GRAY,PUBLIC,1700-BLK GORDON AVE,642 W SOUTHSIDE PLZ,02/05/2024 6:27 PM
02/05/2024 19:18,xxxxxxxxxxxx17806,1N4AL11D96C217806,xxx5617,UBD5617,2006,NISSA,ALTIM,GRREN,PUBLIC,1300-BLK BAINBRIDGE ST,642 W SOUTHSIDE PLZ,02/05/2024 7:17 PM
02/15/2024 04:52,xxxxxxxxxxxx48800,1N4AL11D96C248800,xxx6383,VVG6383,2006,NISSA,ALTIM,GREY,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/15/2024 4:52 AM
02/12/2024 10:09,xxxxxxxxxxxx63151,1N4AL21E58C263151,xxxx6688,TPA-6688,2008,NISSA,ALTIM,BLACK,PUBLIC,HULL ST/E PILKINGTON ST RICH,642 W SOUTHSIDE PLZ,02/12/2024 8:55 AM
02/13/2024 12:00,xxxxxxxxxxxx02516,1N4AL21E69N402516,xxx1176,TRM1176,2009,NISSA,ALTIM,GRAY,PUBLIC,S BELVIDERE/LEE BRIDGE RICH,642 W SOUTHSIDE PLZ,02/13/2024 11:58 AM
02/08/2024 23:42,xxxxxxxxxxxx09885,1N4AL21E88N409885,xxx9888,TLG9888,8,NISSA,ALYIM,BLACK,PRIVATE,1300-BLK W BROAD ST,4839 WALLER RD,02/08/2024 11:20 PM
02/07/2024 11:53,xxxxxxxxxxxx50974,1N4AL2AP0AN550974,xxxx8532,UAT-8532,2010,NISS,ALTI,BLUE,PUBLIC,100-BLK 9TH ST,642 W SOUTHSIDE PLZ,02/07/2024 11:53 AM
02/18/2024 00:14,xxxxxxxxxxxx76250,1N4AL2AP7CC176250,xxx8837,UUC8837,12,NISSA,ALTIM,RED,PRIVATE,900-BLK TERMINAL PL,4839 WALLER RD,02/18/2024 12:00 AM
02/11/2024 03:50,xxxxxxxxxxxx60654,1N4AL2APXAN560654,xxxx7506,TSD 7506,2010,NISSA,ALTIM,SILVER,PUBLIC,BUFORD AVE/RICHMOND HWY RICH,642 W SOUTHSIDE PLZ,02/11/2024 3:17 AM
02/09/2024 17:30,xxxxxxxxxxxx24317,1N4AL2APXCN424317,xxx6117,UBD6117,2012,NISSA,ALTIM,BLACK,PRIVATE,2200-BLK E FRANKLIN ST,1901 RICHMOND HWY,02/09/2024 5:29 PM
02/16/2024 05:39,xxxxxxxxxxxx52222,1N4AL3AP0DC252222,xxx3249,TTM3249,2013,NISSA,ALTIM,BLK,PRIVATE,TOWNE HOMES OF CHESTERFIELD RICH,GRAB N GO,02/16/2024 5:38 AM
02/07/2024 00:30,xxxxxxxxxxxx80543,1N4AL3AP0GC280543,xxx5525,UMJ5525,2016,NISSA,ALTIM,SILVER,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/07/2024 12:29 AM
02/07/2024 11:43,xxxxxxxxxxxx49102,1N4AL3AP0HC249102,xxxx8627,TPB-8627,2017,NISSA,ALTIM,GRAY,PUBLIC,900-BLK E 9TH ST,642 W SOUTHSIDE PLZ,02/07/2024 9:48 AM
02/07/2024 06:45,xxxxxxxxxxxx81298,1N4AL3AP2DC281298,xxx1595,XGM1595,2013,NISSA,ALTIM,SILVER,PRIVATE,3200-BLK CHAMBERLAYNE AVE,8675 TELEGRAPH RD,02/07/2024 6:45 AM
02/13/2024 18:20,xxxxxxxxxxxx61268,1N4AL3AP2FC461268,xxx3769,TZP3769,2015,NISSA,ALTIM,GRAY,PUBLIC,JHANKE RD/FOREST HILL AVE RICH,642 W SOUTHSIDE PLZ,02/13/2024 6:18 PM
02/14/2024 21:25,xxxxxxxxxxxx94609,1N4AL3AP3DC294609,xxx2823,WWA2823,2013,NISSA,ALTIM,BLACK,PRIVATE,100-BLK W GRACE ST,1901 RICHMOND HWY,02/14/2024 9:25 PM
02/15/2024 22:50,xxxxxxxxxxxx67029,1N4AL3AP3FC467029,xxxx7805,TSG-7805,2015,NISSA,ALTIM,SILVER,REPO,2200-BLK 1ST AVE,8120 SHELL RD CHESTERFIELD,02/15/2024 10:25 PM
02/11/2024 02:33,xxxxxxxxxxxx45230,1N4AL3AP3GN345230,xxx3553,VNC3553,16,NISSA,ALIMA,GREY,PRIVATE,900-BLK BOWE ST,4839 WALLER RD,02/11/2024 2:25 AM
02/07/2024 02:31,xxxxxxxxxxxx62689,1N4AL3AP3HN362689,xxx1366,BNF1366,2017,NISSA,ALTIM,WHITE,PRIVATE,2100-BLK E TREMONT CT,1901 RICHMOND HWY,02/07/2024 2:31 AM
02/08/2024 05:50,xxxxxxxxxxxx68254,1N4AL3AP4FC468254,xxx4258,TMU4258,2015,NISSA,ALTIM,GREY,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/08/2024 5:50 AM
02/07/2024 05:36,xxxxxxxxxxxx50419,1n4al3ap5hc150419,xx72JR,4872JR,2017,NISSA,ALTMA,GRAY,REPO,5100-BLK OLD MAIN ST,"2500, AUSTIN AVENUE",02/07/2024 5:36 AM
02/10/2024 20:54,xxxxxxxxxxxx94894,1N4AL3AP5JC194894,xxx7295,TUE7295,18,NISSA,ALTIM,SILVER,PRIVATE,1600-BLK W BROAD ST,4839 WALLER RD,02/10/2024 8:34 PM
02/14/2024 23:29,xxxxxxxxxxxx67970,1N4AL3AP6EC167970,xxxx1495,TLR-1495,2014,NISSA,ALTIM,BLK,PUBLIC,S 22ND ST/DOCK ST RICH,642 W SOUTHSIDE PLZ,02/14/2024 11:29 PM
02/16/2024 08:32,xxxxxxxxxxxx91796,1N4AL3AP8GN391796,xxxx5027,TXP-5027,2016,NISSA,ALTIM,WHT,PUBLIC,500-BLK E FRANKLIN ST,642 W SOUTHSIDE PLZ,02/16/2024 8:32 AM
02/08/2024 11:13,xxxxxxxxxxxx46304,1N4AL3AP8HC246304,xxxx1897,UCF-1897,2017,NISS,ALT,BLACK,PUBLIC,W BROAD ST/N MADISON ST RICH,642 W SOUTHSIDE PLZ,02/08/2024 11:13 AM
02/14/2024 16:14,xxxxxxxxxxxx74490,1N4AL3AP9HC474490,xxxx1106,WYG-1106,2017,NISSA,ALTIM,BLACK,PUBLIC,1500-BLK BAINBRIDGE ST,642 W SOUTHSIDE PLZ,02/14/2024 2:36 PM
02/09/2024 23:39,xxxxxxxxxxxx12136,1n4al3apxdc912136,xxx6784,WPT6784,2013,NISSA,ALTIM,SILVER,PRIVATE,1700-BLK COLORADO AVE,5341 OLD MIDLOTHIAN TPKE,02/09/2024 11:39 PM
02/12/2024 21:31,xxxxxxxxxxxx43179,1N4BA41E05C843179,xxxx2341,VBC-2341,2005,NISSA,MAXIM,BLACK,PUBLIC,E BROAD ST/N 1ST ST RICH,642 W SOUTHSIDE PLZ,02/12/2024 9:09 PM
02/15/2024 04:42,xxxxxxxxxxxx02845,1N4BA41E64C802845,xxx3218,VZR3218,4,NISSA,MAXIM,RED,PRIVATE,300-BLK W FRANKLIN ST,4839 WALLER RD,02/15/2024 4:12 AM
02/07/2024 14:42,xxxxxxxxxxxx92748,1N4BA41E74C892748,NONE,NONE,2004,NISSA,MAXIM,BLACK,PUBLIC,5200-BLK SCOTT ST,642 W SOUTHSIDE PLZ,02/07/2024 10:51 AM
02/05/2024 18:55,xxxxxxxxxxxx04058,1N4BL2AP5CN404058,xxxx3415,UFA-3415,2012,NISSA,ALTIM,BLACK,PUBLIC,3800-BLK CUTSHAW AVE,642 W SOUTHSIDE PLZ,02/05/2024 4:54 PM
02/11/2024 15:36,xxxxxxxxxxxx03717,1n4bl3ap1gc203717,xxx5793,UAV5793,2003,NISSA,ALTIM,RED,PUBLIC,"5300-BLK HULL STREET RD # 8 ,",5350 MIDLOTHIAN TPKE,02/11/2024 3:34 AM
02/09/2024 01:42,xxxxxxxxxxxx25808,1N4BL4BV0KN325808,xxx9701,AEV9701,2019,NISSA,ALTIM,SILVER,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/09/2024 1:42 AM
02/07/2024 10:40,xxxxxxxxxxxx60458,1N4BL4BV6LC260458,xxxx4264,VTP-4264,2020,NISSA,ALTIM,GRAY,PUBLIC,CHAMBERS ST/HARWOOD ST RICH,642 W SOUTHSIDE PLZ,02/07/2024 10:23 AM
02/15/2024 10:50,xxxxxxxxxxxx38001,1n4bl4bv9lc138001,xxx4480,TSF4480,2020,NISSA,ALTMI,GRAY,REPO,700-BLK RICHMOND HWY,3575 BRIDGE RD,02/08/2024 10:49 AM
02/16/2024 21:08,xxxxxxxxxxxx64165,1N4BL4BVXMN364165,xxx9074,VSN9074,2021,NISSA,ALTIM,GREY,REPO,300-BLK N 18TH ST,600 DINWIDDIE AVE,02/16/2024 9:00 PM
02/07/2024 02:56,xxxxxxxxxxxx28359,1n4bl4cv2kc228359,xxx4826,LGR4826,2019,NISSA,ALTIM,GRAY,REPO,1600-BLK SKILIFT CT,"2500, AUSTIN AVENUE",02/06/2024 3:19 AM
02/05/2024 09:57,xxxxxxxxxxxx21631,1N4BL4CV5MN421631,xxx4258,SEJ4258,2021,NISSA,ALTIM,BLUE,PUBLIC,1500-BLK MCDONOUGH ST,642 W SOUTHSIDE PLZ,02/05/2024 9:56 AM
02/10/2024 19:43,xxxxxxxxxxx36747,1N4BL4CV8MN36747,xxxx7552,VBB 7552,2021,NISSA,4DOOR,RED,PRIVATE,900-BLK W LEIGH ST,1200 BENTLEY  ST,02/10/2024 7:43 PM
02/12/2024 21:17,xxxxxxxxxxxx85221,1N4BL4CW2LC285221,xxx8297,TWJ8297,2020,NISSA,ALTIM,SILVER,PRIVATE,4500-BLK E MAIN ST,168 BELT BLVD,02/12/2024 9:17 PM
02/10/2024 04:47,xxxxxxxxxxxx13888,1N5BL4EV0LC213888,xxx8798,UMX8798,2020,NISSA,ALTIM,GREY,PRIVATE,500-BLK W FRANKLIN ST,4839 WALLER RD,02/10/2024 4:30 AM
02/18/2024 09:53,xxxxxxxxxxxx36989,1N6AD06U87C436989,xxxx7745,TLF-7745,2007,NISSA,FRONT,BLACK,PUBLIC,2600-BLK DECATUR ST,642 W SOUTHSIDE PLZ,02/18/2024 8:35 AM
02/15/2024 11:27,xxxxxxxxxxxx49891,1N6DD26S52C349891,xx03VN,4203VN,2002,NISSA,FRONT,BLK,PUBLIC,1400-BLK MINEFEE ST,642 W SOUTHSIDE PLZ,02/15/2024 11:25 AM
02/05/2024 00:34,xxxxxxxxxxxx64630,1NXBB02EXTZ464630,xxx1452,UBB1452,1996,TOYOT,COROL,BLUE,PRIVATE,2800-BLK BROAD ROCK BLVD,11 THURMAN ST,02/05/2024 12:31 AM
02/16/2024 18:00,xxxxxxxxxxxx34539,1P3EJ46C3XN634539,xxx4415,UAD4415,1999,PLYMO,BREEZ,TAN,PUBLIC,1200-BLK E CARY ST,642 W SOUTHSIDE,02/16/2024 5:59 PM
02/15/2024 03:04,xxxxxxxxxxxx29469,1VWBH7A34CC029469,xxx9657,XFR9657,2012,VOLKS,PASSA,WHITE,PRIVATE,1100-BLK GRAND BROOK DR,1901 RICHMOND HWY,02/15/2024 3:04 AM
02/08/2024 21:30,xxxxxxxxxxxx40883,1vwbh7a38dc140883,xxx5391,TYG5391,2013,VOLKS,PASSA,BLUE,REPO,2300-BLK S KENMORE RD,600 DINWIDDIE AVE,02/08/2024 9:27 PM
02/08/2024 09:57,xxxxxxxxxxxx10316,1VWBT7A3XEC110316,xxxx5117,TMU-5117,2014,VW,PASSA,SILVER,PUBLIC,00-BLK E 7TH ST,642 W SOUTHSIDE PLZ,02/08/2024 8:47 AM
02/06/2024 04:28,xxxxxxxxxxxx71462,1YVHP84D165M71462,xxx1221,VRV1221,2006,MAZDA,6,BLACK,PRIVATE,400-BLK WESTOVER HILLS BLVD,1901 RICHMOND HWY,02/06/2024 4:28 AM
02/17/2024 15:27,xxxxxxxxxxxx09628,1YVHZ8CB8D5M09628,xxx5958,ADZ5958,2013,MAZDA,6,BLUE,PRIVATE,100-BLK W FRANKLIN ST,168 EAST BELT BOULEVARD,02/17/2024 3:26 PM
02/05/2024 10:44,xxxxxxxxxxxx25499,1YVHZ8CH2B5M25499,xxMSAP,VTMSAP,2011,MAZDA,6,WHITE,PUBLIC,900-BLK PORTER ST,642 W SOUTHSIDE PLZ,02/05/2024 10:44 AM
02/15/2024 11:18,xxxxxxxxxxxx18210,2B4GP44371R318210,xxxx2907,YCB-2907,2001,DODGE,CARA,BLUE,PUBLIC,3400-BLK BRADFORD,642 W SOUTHSIDE PLZ,02/15/2024 11:17 AM
02/11/2024 14:51,xxxxxxxxxxxx49359,2B5WB35Z71K549359,xxNGEL,QANGEL,2001,DODGE,RAMWA,GRAY,PUBLIC,26TH ST/SEMMES AVE RICH,642 W SOUTHSIDE PLZ,02/11/2024 2:15 PM
02/05/2024 18:41,xxxxxxxxxxxx20278,2B7JB21Y72K120278,xxxx4620,WUD-4620,2002,DODGE,RAM,WHITE,PUBLIC,1100-BLK INGRAM AVE,642 W SOUTHSIDE PLAZA DRIVE,02/05/2024 2:00 PM
02/14/2024 10:16,xxxxxxxxxxxx18975,2B7JB21Y82K118975,xxxx4620,WUD-4620,2002,DODGE,VAN 2,WHITE,PUBLIC,1100-BLK INGRAM AVE,642 W. SOUTHSIDE PLAZA DR,02/05/2024 6:38 PM
02/07/2024 15:27,xxxxxxxxxxxx53233,2C3CCAGG5CH153233,xxxx3017,UYZ-3017,2012,CHRY,UYZ-3,GRAY,PUBLIC,1100-BLK E 15TH ST,642 W S OUTHSIDE PLZ,02/07/2024 3:27 PM
02/17/2024 23:48,xxxxxxxxxxxx37767,2C3CCAKG0JH137767,xx925F,41925F,2018,CHRYS,300 L,BLACK,PUBLIC,N BELVIDERE ST/W FRANKLIN ST RICH,642 W SOUTHSIDE PLZ,02/17/2024 9:14 PM
02/13/2024 00:51,xxxxxxxxxxxx06131,2C3CDXCTXFH806131,xxxx3719,UNW 3719,2015,DODGE,CHARG,GRAYBLK,PUBLIC,MIMOSA ST/OVERLOOK ST RICH,642 W SOUTHSIDE PLZ,02/13/2024 12:16 AM
02/14/2024 17:20,xxxxxxxxxxxx02135,2C3CDXGJ1HH602135,xxxx-739,ID58-739,2017,DODGE,CHARG,GRAY,PRIVATE,500-BLK N 18TH ST,1901 RICHMOND HWY,02/13/2024 5:30 PM
02/15/2024 13:34,xxxxxxxxxxxx48196,2C3CDXJG3JH148196,xx98VK,6298VK,2018,DODGE,CHARG,BLACK,PRIVATE,3100-BLK W CLAY ST,4901 WALLER RD,02/15/2024 1:30 PM
02/05/2024 18:51,xxxxxxxxxxxx59698,2C3CDXJG8EH159698,xxxx2046,TPJ-2046,2014,DODGE,CHARG,GRAY,PUBLIC,1200-BLK INGRAM AVE,642 W SOUTHSIDE PLAZA DRIVE,02/05/2024 1:34 PM
02/10/2024 20:17,xxxxxxxxxxxx37226,2C3CDXMGXLH137226,xx375E,64375E,2020,DODGE,CHARG,BLUE,PUBLIC,1300-BLK COLUMBIA ST,642 W SOUTHSIDE PLZ,02/10/2024 7:45 PM
02/14/2024 10:14,xxxxxxxxxxxx76220,2C3CDZAG6MH676220,xxx7345,TZL7345,2021,DODGE,CHALL,BLACK,PRIVATE,1700-BLK E FRANKLIN ST,1901 RICHMOND HWY,02/14/2024 10:14 AM
02/05/2024 19:35,xxxxxxxxxxxx33089,2C3HC56G2XH233089,xxxx3409,UVE-3409,1999,CHRYS,LHS,WHITE,PUBLIC,3200-BLK WOODROW AVE,642 W SOUTHSIDE PLAZA DRIVE,02/05/2024 12:24 PM
02/05/2024 19:02,xxxxxxxxxxxx12550,2C3KA53G66H112550,xxxx2974,TPT-2974,2006,CHRYS,300,WHITE,PUBLIC,1700-BLK INGRAM AVE,642 W SOUTHSIDE PLAZA DRIVE,02/05/2024 2:17 PM
02/07/2024 15:27,xxxxxxxxxxxx65005,2C4RC1DG9LR265005,xxxx4245,FMV-4245,2020,CHRYS,VOYAG,MAROON,PUBLIC,N 7TH ST/E BROAD ST RICH,642 W SOUTHSIDE PLZ,02/07/2024 1:57 PM
02/08/2024 16:58,xxxxxxxxxxxx45575,2C4RDGCGXHR645575,NONE,NONE,2017,DODGE,CARA,BLACK,PUBLIC,400-BLK DECATUR ST,642 W SOUTHSIDE PLZ,02/08/2024 4:58 PM
02/07/2024 11:21,xxxxxxxxxxxx59193,2C4RDGEG7HR859193,xxxx4153,UDA-4153,2017,DODGE,CARA,GRAY,PUBLIC,300-BLK 7TH ST,642 W SOUTHSIDE PLZ,02/07/2024 11:21 AM
02/15/2024 19:29,xxxxxxxxxxxx28761,2CNDL73F366028761,xxxx4927,TXS-4927,2006,CHEVR,EQUIN,RED,PUBLIC,4000-BLK MIDLOTHIAN TPKE,642 W SOUTHSIDE PLAZA DRIVE,02/15/2024 5:58 PM
02/05/2024 12:00,xxxxxxxxxxxx42871,2CNFLCEC8B6242871,xxx9330,TXG9330,2011,CHEVY,EQUIN,SILVER,REPO,6700-BLK FOREST HILL AVE,"8120 SHELL RD. RICHMOND, VA 23237",02/05/2024 12:00 PM
02/15/2024 22:47,xxxxxxxxxxxx22309,2D4GP44L46R922309,xxx5993,TNC5993,2006,DODGE,CARAV,SILVER,PRIVATE,1400-BLK JENNIE SCHER RD,168 BELT BLVD,02/15/2024 10:47 PM
02/09/2024 21:41,xxxxxxxxxxxx35922,2D8GV58225H535922,xxxx1830,TNC-1830,2005,DODGE,MAGN,MRN,PUBLIC,W LABURNUM AVE/HERMITAGE RD RICH,642 W SOUTHSIDE PLZ,02/09/2024 9:40 PM
02/09/2024 03:45,xxxxxxxxxxxx54997,2D8HN54119R654997,xxx8212,TRR8212,2009,DODGE,CARAV,GOLD,PRIVATE,900-BLK ST JOHNS WOOD DR,168 BELT BLVD,02/09/2024 3:45 AM
02/06/2024 03:43,xxxxxxxxxxxx72338,2D8HN54PX8R772338,xxx7935,ULH7935,2008,DODGE,GRAND,WHITE,PRIVATE,1500-BLK CLARKSON RD,1901 RICHMOND HWY,02/06/2024 3:42 AM
02/05/2024 10:49,xxxxxxxxxxxx95358,2FAFP71W0YX195358,xxxx7466,TMD-7466,2000,FORD,CROW,WHITE,PUBLIC,1900-BLK EAST BELT BLVD,642 W SOUTHSIDE PLZ,02/05/2024 8:42 AM
02/08/2024 18:12,xxxxxxxxxxxx01048,2FAFP71W55X101048,xx7YNG,057YNG,2005,FORD,CROWN,WHITE,PUBLIC,GORDON AVE/COMMERCE RD RICH,642 W SOUTHSIDE PLZ,02/08/2024 6:12 PM
02/08/2024 14:07,xxxxxxxxxxxx35933,2FMDK36C98BA35933,NONE,NONE,2008,FORD,EDGE,BLACK,PUBLIC,1200-BLK E 22ND ST,642 W SOUTHSIDE PLZ,02/08/2024 11:40 AM
02/08/2024 19:46,xxxxxxxxxxxx66384,2FMDK3GC4ABB66384,xxxx3393,WUJ-3393,2010,FORD,EDGE,BLUE,PUBLIC,NORTH AVE/E BROOKLAND PARK BLVD RICH,642 W SOUTHSIDE PLAZA DRIVE,02/08/2024 6:28 PM
